nexrm_propertyid,createdon,createdby,modifiedon,modifiedby,createdbyname,createdbyyominame,modifiedbyname,modifiedbyyominame,organizationid,organizationidname,statecode,statecodename,statuscode,statuscodename,timezoneruleversionnumber,utcconversiontimezonecode,nexrm_name,nexrm_address1,nexrm_city,nexrm_state,nexrm_zip,wcp_propertytypeid,wcp_propertytypeidname,wcp_bedroomsprop,wcp_sqftprop,wcp_county,wcp_countyname,nexrm_fulladdress,nexrm_latitude,nexrm_longitude,nexrm_validatedaddress,nexrm_countyfipscode,nexrm_validatedaddresson,wcp_bathroomsprop
02fe3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:52+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:52+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002558,4736 Neptune Dr,Alexandria,VA - Virginia,22309.0,858555779.0,Single Family,4.0,5602.0,db6f9450-cff5-e411-80ee-c4346bac3970,Fairfax - VA,4736 NEPTUNE DR ALEXANDRIA VA 22309,38.7,-77.11,4736 Neptune Dr Alexandria VA 22309-3133,51059.0,2022-11-24 00:11:52+00,5.0
54fe3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:53+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:53+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002584,106 Sea Ln,Ocean City,MD - Maryland,21842.0,858555779.0,Single Family,3.0,1344.0,ad6f9450-cff5-e411-80ee-c4346bac3970,Worcester - MD,106 SEA LN OCEAN CITY MD 21842,38.44,-75.06,106 Sea Ln Ocean City MD 21842-4650,24047.0,2022-11-24 00:11:53+00,2.0
64fe3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:53+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:53+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002595,1105 Warfield Dr,Portsmouth,VA - Virginia,23701.0,858555779.0,Single Family,3.0,1350.0,,,1105 WARFIELD DR PORTSMOUTH VA 23701,36.79,-76.37,1105 Warfield Dr Portsmouth VA 23701-3830,51740.0,2022-11-24 00:11:53+00,1.0
65fe3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:53+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:53+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002598,511 W Main St,Ringtown,PA - Pennsylvania,17967.0,858555779.0,Single Family,3.0,1350.0,,,511 W MAIN ST RINGTOWN PA 17967,40.85,-76.24,511 W Main St Ringtown PA 17967-9543,42107.0,2022-11-24 00:11:53+00,2.0
6dfe3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:53+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:53+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002601,1505 A St NE,Washington,DC - District of Columbia,20002.0,858555779.0,Single Family,3.0,1488.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,1505 A ST NE WASHINGTON DC 20002,38.89,-76.98,1505 A St NE Washington DC 20002-6517,11001.0,2022-11-24 00:11:53+00,2.0
befe3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:54+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:54+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,,,PROP-002638,,,,,754300004.0,Residential Multi-Family,,,,,,,,1143-1147 16th St NE Washington DC 20002,,,
cbfe3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:54+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:54+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002642,1178 Glenwood Dl,Annapolis,MD - Maryland,21409.0,858555779.0,Single Family,3.0,1828.0,a96f9450-cff5-e411-80ee-c4346bac3970,Anne Arundel - MD,1178 GLENWOOD DL ANNAPOLIS MD 21409,39.05,-76.45,1178 Glenwood Dl Annapolis MD 21409-4806,24003.0,2022-11-24 00:11:54+00,2.0
cefe3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:54+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:54+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002644,2604 E Monument St,Baltimore,MD - Maryland,21205.0,858555779.0,Single Family,3.0,652.0,936f9450-cff5-e411-80ee-c4346bac3970,Baltimore City - MD,2604 E MONUMENT ST BALTIMORE MD 21205,39.3,-76.58,2604 E Monument St Baltimore MD 21205-2617,24510.0,2022-11-24 00:11:54+00,2.0
d9fe3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:54+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:54+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002647,,,,,858555779.0,Single Family,4.0,,,,,38.71,-77.02,719 Gleneagles Dr Fort Washington MD 20744-7006,,2021-10-12 12:26:30+00,2.1
f8fe3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:54+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:55+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002664,332 Mt Vernon Ave,Portsmouth,VA - Virginia,23707.0,754300004.0,Residential Multi-Family,9.0,7704.0,,,332 MT VERNON AVE PORTSMOUTH VA 23707,36.85,-76.34,332 Mt Vernon Ave Portsmouth VA 23707-1643,51740.0,2022-11-24 00:11:55+00,11.0
05ff3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:54+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:55+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002667,6100 Mason Springs Rd,Indian Head,MD - Maryland,20640.0,858555779.0,Single Family,2.0,1254.0,b36f9450-cff5-e411-80ee-c4346bac3970,Charles - MD,6100 MASON SPRINGS RD INDIAN HEAD MD 20640,38.54,-77.13,6100 Mason Springs Rd Indian Head MD 20640-3468,24017.0,2022-11-24 00:11:55+00,1.5
39ff3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:55+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:55+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002687,3626 Cheek Rd,Durham,NC - North Carolina,27704.0,858555779.0,Single Family,2.0,1066.0,,,3626 CHEEK RD DURHAM NC 27704,36.02,-78.82,3626 Cheek Rd Durham NC 27704-4944,37063.0,2022-11-24 00:11:55+00,1.0
41ff3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:55+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:55+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,,,PROP-002689,,,,,754300004.0,Residential Multi-Family,,,,,,,,"341, 345, 349 Adams St Fayetteville NC 28301",,,
57ff3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:55+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002697,4915 Western Ave NW,Washington,DC - District of Columbia,20016.0,858555779.0,Single Family,2.0,1296.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,4915 WESTERN AVE NW WASHINGTON DC 20016,38.95,-77.09,4915 Western Ave NW Washington DC 20016-4319,11001.0,2022-11-24 00:11:56+00,2.5
73ff3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002711,777 W Cross St,Baltimore,MD - Maryland,21230.0,858555779.0,Single Family,3.0,988.0,936f9450-cff5-e411-80ee-c4346bac3970,Baltimore City - MD,777 W CROSS ST BALTIMORE MD 21230,39.28,-76.63,777 W Cross St Baltimore MD 21230-2536,24510.0,2022-11-24 00:11:56+00,3.0
7cff3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002715,38 Spring Ln,Warrenton,VA - Virginia,20186.0,858555779.0,Single Family,2.0,1221.0,df6f9450-cff5-e411-80ee-c4346bac3970,Fauquier - VA,38 SPRING LN WARRENTON VA 20186,38.72,-77.79,38 Spring Ln Warrenton VA 20186-2824,51061.0,2022-11-24 00:11:56+00,2.0
a0ff3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002729,37 Spring Ln,Warrenton,VA - Virginia,20186.0,858555779.0,Single Family,2.0,1467.0,df6f9450-cff5-e411-80ee-c4346bac3970,Fauquier - VA,37 SPRING LN WARRENTON VA 20186,38.72,-77.79,37 Spring Ln Warrenton VA 20186-2824,51061.0,2022-11-24 00:11:56+00,3.0
c7ff3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:57+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002735,4816 9th St NW,Washington,DC - District of Columbia,20011.0,858555779.0,Single Family,3.0,1248.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,4816 9TH ST NW WASHINGTON DC 20011,38.95,-77.03,4816 9th St NW Washington DC 20011-4506,11001.0,2022-11-24 00:11:57+00,1.0
cfff3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:57+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002738,1645 Fort Davis St SE,Washington,DC - District of Columbia,20020.0,858555779.0,Single Family,3.0,1184.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,1645 FORT DAVIS ST SE WASHINGTON DC 20020,38.87,-76.95,1645 Fort Davis St SE Washington DC 20020-1042,11001.0,2022-11-24 00:11:57+00,1.1
e6ff3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:57+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:57+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002747,1116 Nanticoke St,Baltimore,MD - Maryland,21230.0,858555779.0,Single Family,2.0,1560.0,936f9450-cff5-e411-80ee-c4346bac3970,Baltimore City - MD,1116 NANTICOKE ST BALTIMORE MD 21230,39.28,-76.63,1116 Nanticoke St Baltimore MD 21230-1919,24510.0,2022-11-24 00:11:57+00,2.5
feff3f97-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:57+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:57+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002757,2876 Stinnett Rd,Huntingtown,MD - Maryland,20639.0,858555779.0,Single Family,3.0,1080.0,b16f9450-cff5-e411-80ee-c4346bac3970,Calvert - MD,2876 STINNETT RD HUNTINGTOWN MD 20639,38.61,-76.55,2876 Stinnett Rd Huntingtown MD 20639-8789,24009.0,2022-11-24 00:11:57+00,1.0
35004097-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002785,3572 13th St NW,Washington,DC - District of Columbia,20010.0,858555779.0,Single Family,3.0,1574.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,3572 13TH ST NW WASHINGTON DC 20010,38.93,-77.03,3572 13th St NW Washington DC 20010-2002,11001.0,2022-11-24 00:11:58+00,2.0
40004097-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002790,13304 Williams Dr,Brandywine,MD - Maryland,20613.0,858555779.0,Single Family,3.0,2436.0,a76f9450-cff5-e411-80ee-c4346bac3970,Prince Georges - MD,13304 WILLIAMS DR BRANDYWINE MD 20613,38.71,-76.86,13304 Williams Dr Brandywine MD 20613-7860,24033.0,2022-11-24 00:11:58+00,3.0
49004097-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002794,1400 Hamilton St NW,Washington,DC - District of Columbia,20011.0,858555779.0,Single Family,4.0,2999.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,1400 HAMILTON ST NW WASHINGTON DC 20011,38.95,-77.03,1400 Hamilton St NW Washington DC 20011-3856,11001.0,2022-11-24 00:11:58+00,2.5
61004097-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002804,705 N Carrollton Ave,Baltimore,MD - Maryland,21217.0,754300004.0,Residential Multi-Family,8.0,,936f9450-cff5-e411-80ee-c4346bac3970,Baltimore City - MD,705 N CARROLLTON AVE BALTIMORE MD 21217,39.3,-76.64,705 N Carrollton Ave Baltimore MD 21217-2418,24510.0,2022-11-24 00:11:58+00,8.4
a1004097-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002827,807 Malcolm X Ave SE,Washington,DC - District of Columbia,20032.0,858555779.0,Single Family,4.0,1593.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,807 MALCOLM X AVE SE WASHINGTON DC 20032,38.85,-76.99,807 Malcolm X Ave SE Washington DC 20032-4282,11001.0,2022-11-24 00:11:59+00,2.0
a7004097-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002828,920 N Caroline St,Baltimore,MD - Maryland,21205.0,,,3.0,,936f9450-cff5-e411-80ee-c4346bac3970,Baltimore City - MD,920 N CAROLINE ST BALTIMORE MD 21205,39.3,-76.6,920 N Caroline St Baltimore MD 21205-1043,24510.0,2022-11-24 00:11:59+00,3.0
b6004097-8c6b-ed11-9561-000d3a373543,2022-11-24 00:11:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:11:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-002833,1703 Minnesota Ave SE,Washington,DC - District of Columbia,20020.0,858555779.0,Single Family,3.0,852.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,1703 MINNESOTA AVE SE WASHINGTON DC 20020,38.87,-76.98,1703 Minnesota Ave SE Washington DC 20020-4723,11001.0,2022-11-24 00:11:59+00,2.0
